journal,year,volume,issue,DOI,SI,event,date
Foods,2016,5,1,https://doi.org/10.3390/foods5010001,1,"
Received",2015-10-08
Foods,2016,5,1,https://doi.org/10.3390/foods5010001,1, Revised,2015-12-16
Foods,2016,5,1,https://doi.org/10.3390/foods5010001,1, Accepted,2015-12-17
Foods,2016,5,1,https://doi.org/10.3390/foods5010001,1, Published,2015-12-24
Foods,2016,5,1,https://doi.org/10.3390/foods5010002,1,"
Received",2015-12-01
Foods,2016,5,1,https://doi.org/10.3390/foods5010002,1, Revised,2015-12-14
Foods,2016,5,1,https://doi.org/10.3390/foods5010002,1, Accepted,2015-12-17
Foods,2016,5,1,https://doi.org/10.3390/foods5010002,1, Published,2015-12-25
Foods,2016,5,1,https://doi.org/10.3390/foods5010003,1,"
Received",2015-08-09
Foods,2016,5,1,https://doi.org/10.3390/foods5010003,1, Revised,2015-11-27
Foods,2016,5,1,https://doi.org/10.3390/foods5010003,1, Accepted,2015-12-21
Foods,2016,5,1,https://doi.org/10.3390/foods5010003,1, Published,2015-12-26
Foods,2016,5,1,https://doi.org/10.3390/foods5010004,1,"
Received",2015-11-25
Foods,2016,5,1,https://doi.org/10.3390/foods5010004,1, Revised,2015-12-12
Foods,2016,5,1,https://doi.org/10.3390/foods5010004,1, Accepted,2015-12-23
Foods,2016,5,1,https://doi.org/10.3390/foods5010004,1, Published,2016-01-04
Foods,2016,5,1,https://doi.org/10.3390/foods5010005,1,"
Received",2015-10-29
Foods,2016,5,1,https://doi.org/10.3390/foods5010005,1, Revised,2015-12-22
Foods,2016,5,1,https://doi.org/10.3390/foods5010005,1, Accepted,2015-12-29
Foods,2016,5,1,https://doi.org/10.3390/foods5010005,1, Published,2016-01-05
Foods,2016,5,1,https://doi.org/10.3390/foods5010006,1,"
Received",2015-10-01
Foods,2016,5,1,https://doi.org/10.3390/foods5010006,1, Revised,2015-12-18
Foods,2016,5,1,https://doi.org/10.3390/foods5010006,1, Accepted,2015-12-29
Foods,2016,5,1,https://doi.org/10.3390/foods5010006,1, Published,2016-01-06
Foods,2016,5,1,https://doi.org/10.3390/foods5010007,1,"
Received",2015-12-14
Foods,2016,5,1,https://doi.org/10.3390/foods5010007,1, Revised,2015-12-29
Foods,2016,5,1,https://doi.org/10.3390/foods5010007,1, Accepted,2016-01-05
Foods,2016,5,1,https://doi.org/10.3390/foods5010007,1, Published,2016-01-12
Foods,2016,5,1,https://doi.org/10.3390/foods5010008,1,"
Received",2015-12-15
Foods,2016,5,1,https://doi.org/10.3390/foods5010008,1, Revised,2016-01-04
Foods,2016,5,1,https://doi.org/10.3390/foods5010008,1, Accepted,2016-01-18
Foods,2016,5,1,https://doi.org/10.3390/foods5010008,1, Published,2016-01-20
Foods,2016,5,1,https://doi.org/10.3390/foods5010009,0,"
Received",2016-01-22
Foods,2016,5,1,https://doi.org/10.3390/foods5010009,0, Accepted,2016-01-22
Foods,2016,5,1,https://doi.org/10.3390/foods5010009,0, Published,2016-01-22
Foods,2016,5,1,https://doi.org/10.3390/foods5010010,1,"
Received",2015-09-12
Foods,2016,5,1,https://doi.org/10.3390/foods5010010,1, Revised,2015-11-28
Foods,2016,5,1,https://doi.org/10.3390/foods5010010,1, Accepted,2015-12-28
Foods,2016,5,1,https://doi.org/10.3390/foods5010010,1, Published,2016-02-18
Foods,2016,5,1,https://doi.org/10.3390/foods5010011,1,"
Received",2015-12-22
Foods,2016,5,1,https://doi.org/10.3390/foods5010011,1, Revised,2016-02-02
Foods,2016,5,1,https://doi.org/10.3390/foods5010011,1, Accepted,2016-02-03
Foods,2016,5,1,https://doi.org/10.3390/foods5010011,1, Published,2016-02-17
Foods,2016,5,1,https://doi.org/10.3390/foods5010012,1,"
Received",2015-12-01
Foods,2016,5,1,https://doi.org/10.3390/foods5010012,1, Revised,2016-02-02
Foods,2016,5,1,https://doi.org/10.3390/foods5010012,1, Accepted,2016-02-05
Foods,2016,5,1,https://doi.org/10.3390/foods5010012,1, Published,2016-02-22
Foods,2016,5,1,https://doi.org/10.3390/foods5010013,1,"
Received",2015-09-29
Foods,2016,5,1,https://doi.org/10.3390/foods5010013,1, Revised,2016-02-01
Foods,2016,5,1,https://doi.org/10.3390/foods5010013,1, Accepted,2016-02-15
Foods,2016,5,1,https://doi.org/10.3390/foods5010013,1, Published,2016-02-23
Foods,2016,5,1,https://doi.org/10.3390/foods5010014,1,"
Received",2015-12-06
Foods,2016,5,1,https://doi.org/10.3390/foods5010014,1, Revised,2016-02-16
Foods,2016,5,1,https://doi.org/10.3390/foods5010014,1, Accepted,2016-02-17
Foods,2016,5,1,https://doi.org/10.3390/foods5010014,1, Published,2016-02-23
Foods,2016,5,1,https://doi.org/10.3390/foods5010015,0,"
Received",2015-11-20
Foods,2016,5,1,https://doi.org/10.3390/foods5010015,0, Revised,2016-01-25
Foods,2016,5,1,https://doi.org/10.3390/foods5010015,0, Accepted,2016-02-22
Foods,2016,5,1,https://doi.org/10.3390/foods5010015,0, Published,2016-02-25
Foods,2016,5,1,https://doi.org/10.3390/foods5010016,1,"
Received",2016-01-17
Foods,2016,5,1,https://doi.org/10.3390/foods5010016,1, Revised,2016-02-04
Foods,2016,5,1,https://doi.org/10.3390/foods5010016,1, Accepted,2016-02-15
Foods,2016,5,1,https://doi.org/10.3390/foods5010016,1, Published,2016-03-02
Foods,2016,5,1,https://doi.org/10.3390/foods5010017,0,"
Received",2015-12-23
Foods,2016,5,1,https://doi.org/10.3390/foods5010017,0, Revised,2016-02-10
Foods,2016,5,1,https://doi.org/10.3390/foods5010017,0, Accepted,2016-02-24
Foods,2016,5,1,https://doi.org/10.3390/foods5010017,0, Published,2016-03-04
Foods,2016,5,1,https://doi.org/10.3390/foods5010018,1,"
Received",2016-01-12
Foods,2016,5,1,https://doi.org/10.3390/foods5010018,1, Revised,2016-02-02
Foods,2016,5,1,https://doi.org/10.3390/foods5010018,1, Accepted,2016-02-23
Foods,2016,5,1,https://doi.org/10.3390/foods5010018,1, Published,2016-03-04
Foods,2016,5,1,https://doi.org/10.3390/foods5010019,0,"
Received",2015-12-17
Foods,2016,5,1,https://doi.org/10.3390/foods5010019,0, Revised,2016-02-15
Foods,2016,5,1,https://doi.org/10.3390/foods5010019,0, Accepted,2016-03-08
Foods,2016,5,1,https://doi.org/10.3390/foods5010019,0, Published,2016-03-14
Foods,2016,5,1,https://doi.org/10.3390/foods5010020,0,"
Received",2016-01-18
Foods,2016,5,1,https://doi.org/10.3390/foods5010020,0, Revised,2016-02-12
Foods,2016,5,1,https://doi.org/10.3390/foods5010020,0, Accepted,2016-03-04
Foods,2016,5,1,https://doi.org/10.3390/foods5010020,0, Published,2016-03-15
Foods,2016,5,2,https://doi.org/10.3390/foods5020021,1,"
Received",2016-03-11
Foods,2016,5,2,https://doi.org/10.3390/foods5020021,1, Accepted,2016-03-22
Foods,2016,5,2,https://doi.org/10.3390/foods5020021,1, Published,2016-03-23
Foods,2016,5,2,https://doi.org/10.3390/foods5020022,1,"
Received",2016-02-05
Foods,2016,5,2,https://doi.org/10.3390/foods5020022,1, Revised,2016-03-07
Foods,2016,5,2,https://doi.org/10.3390/foods5020022,1, Accepted,2016-03-15
Foods,2016,5,2,https://doi.org/10.3390/foods5020022,1, Published,2016-03-25
Foods,2016,5,2,https://doi.org/10.3390/foods5020023,1,"
Received",2015-12-20
Foods,2016,5,2,https://doi.org/10.3390/foods5020023,1, Revised,2016-03-16
Foods,2016,5,2,https://doi.org/10.3390/foods5020023,1, Accepted,2016-03-18
Foods,2016,5,2,https://doi.org/10.3390/foods5020023,1, Published,2016-03-25
Foods,2016,5,2,https://doi.org/10.3390/foods5020024,1,"
Received",2015-12-02
Foods,2016,5,2,https://doi.org/10.3390/foods5020024,1, Revised,2016-03-20
Foods,2016,5,2,https://doi.org/10.3390/foods5020024,1, Accepted,2016-03-22
Foods,2016,5,2,https://doi.org/10.3390/foods5020024,1, Published,2016-03-25
Foods,2016,5,2,https://doi.org/10.3390/foods5020025,1,"
Received",2016-03-25
Foods,2016,5,2,https://doi.org/10.3390/foods5020025,1, Accepted,2016-03-28
Foods,2016,5,2,https://doi.org/10.3390/foods5020025,1, Published,2016-03-30
Foods,2016,5,2,https://doi.org/10.3390/foods5020026,1,"
Received",2016-02-26
Foods,2016,5,2,https://doi.org/10.3390/foods5020026,1, Revised,2016-03-31
Foods,2016,5,2,https://doi.org/10.3390/foods5020026,1, Accepted,2016-04-01
Foods,2016,5,2,https://doi.org/10.3390/foods5020026,1, Published,2016-04-06
Foods,2016,5,2,https://doi.org/10.3390/foods5020027,0,"
Received",2016-01-31
Foods,2016,5,2,https://doi.org/10.3390/foods5020027,0, Revised,2016-01-31
Foods,2016,5,2,https://doi.org/10.3390/foods5020027,0, Accepted,2016-04-01
Foods,2016,5,2,https://doi.org/10.3390/foods5020027,0, Published,2016-04-09
Foods,2016,5,2,https://doi.org/10.3390/foods5020028,1,"
Received",2016-03-03
Foods,2016,5,2,https://doi.org/10.3390/foods5020028,1, Revised,2016-04-01
Foods,2016,5,2,https://doi.org/10.3390/foods5020028,1, Accepted,2016-04-04
Foods,2016,5,2,https://doi.org/10.3390/foods5020028,1, Published,2016-04-11
Foods,2016,5,2,https://doi.org/10.3390/foods5020029,1,"
Received",2016-03-04
Foods,2016,5,2,https://doi.org/10.3390/foods5020029,1, Revised,2016-04-01
Foods,2016,5,2,https://doi.org/10.3390/foods5020029,1, Accepted,2016-04-07
Foods,2016,5,2,https://doi.org/10.3390/foods5020029,1, Published,2016-04-18
Foods,2016,5,2,https://doi.org/10.3390/foods5020030,1,"
Received",2016-02-29
Foods,2016,5,2,https://doi.org/10.3390/foods5020030,1, Revised,2016-04-13
Foods,2016,5,2,https://doi.org/10.3390/foods5020030,1, Accepted,2016-04-15
Foods,2016,5,2,https://doi.org/10.3390/foods5020030,1, Published,2016-04-21
Foods,2016,5,2,https://doi.org/10.3390/foods5020031,1,"
Received",2016-01-30
Foods,2016,5,2,https://doi.org/10.3390/foods5020031,1, Revised,2016-04-06
Foods,2016,5,2,https://doi.org/10.3390/foods5020031,1, Accepted,2016-04-22
Foods,2016,5,2,https://doi.org/10.3390/foods5020031,1, Published,2016-04-29
Foods,2016,5,2,https://doi.org/10.3390/foods5020032,1,"
Received",2016-02-26
Foods,2016,5,2,https://doi.org/10.3390/foods5020032,1, Revised,2016-04-24
Foods,2016,5,2,https://doi.org/10.3390/foods5020032,1, Accepted,2016-04-26
Foods,2016,5,2,https://doi.org/10.3390/foods5020032,1, Published,2016-04-29
Foods,2016,5,2,https://doi.org/10.3390/foods5020033,0,"
Received",2016-02-29
Foods,2016,5,2,https://doi.org/10.3390/foods5020033,0, Revised,2016-03-29
Foods,2016,5,2,https://doi.org/10.3390/foods5020033,0, Accepted,2016-04-27
Foods,2016,5,2,https://doi.org/10.3390/foods5020033,0, Published,2016-04-29
Foods,2016,5,2,https://doi.org/10.3390/foods5020034,1,"
Received",2016-05-06
Foods,2016,5,2,https://doi.org/10.3390/foods5020034,1, Accepted,2016-05-10
Foods,2016,5,2,https://doi.org/10.3390/foods5020034,1, Published,2016-05-13
Foods,2016,5,2,https://doi.org/10.3390/foods5020035,1,"
Received",2016-02-17
Foods,2016,5,2,https://doi.org/10.3390/foods5020035,1, Revised,2016-04-30
Foods,2016,5,2,https://doi.org/10.3390/foods5020035,1, Accepted,2016-05-11
Foods,2016,5,2,https://doi.org/10.3390/foods5020035,1, Published,2016-05-17
Foods,2016,5,2,https://doi.org/10.3390/foods5020036,1,"
Received",2016-04-14
Foods,2016,5,2,https://doi.org/10.3390/foods5020036,1, Revised,2016-05-06
Foods,2016,5,2,https://doi.org/10.3390/foods5020036,1, Accepted,2016-05-11
Foods,2016,5,2,https://doi.org/10.3390/foods5020036,1, Published,2016-05-17
Foods,2016,5,2,https://doi.org/10.3390/foods5020037,1,"
Received",2016-03-21
Foods,2016,5,2,https://doi.org/10.3390/foods5020037,1, Revised,2016-04-27
Foods,2016,5,2,https://doi.org/10.3390/foods5020037,1, Accepted,2016-05-13
Foods,2016,5,2,https://doi.org/10.3390/foods5020037,1, Published,2016-05-20
Foods,2016,5,2,https://doi.org/10.3390/foods5020038,1,"
Received",2016-04-13
Foods,2016,5,2,https://doi.org/10.3390/foods5020038,1, Revised,2016-05-16
Foods,2016,5,2,https://doi.org/10.3390/foods5020038,1, Accepted,2016-05-18
Foods,2016,5,2,https://doi.org/10.3390/foods5020038,1, Published,2016-05-20
Foods,2016,5,2,https://doi.org/10.3390/foods5020039,0,"
Received",2016-02-26
Foods,2016,5,2,https://doi.org/10.3390/foods5020039,0, Revised,2016-04-13
Foods,2016,5,2,https://doi.org/10.3390/foods5020039,0, Accepted,2016-05-18
Foods,2016,5,2,https://doi.org/10.3390/foods5020039,0, Published,2016-05-24
Foods,2016,5,2,https://doi.org/10.3390/foods5020040,0,"
Received",2016-04-26
Foods,2016,5,2,https://doi.org/10.3390/foods5020040,0, Revised,2016-05-20
Foods,2016,5,2,https://doi.org/10.3390/foods5020040,0, Accepted,2016-05-23
Foods,2016,5,2,https://doi.org/10.3390/foods5020040,0, Published,2016-05-25
Foods,2016,5,2,https://doi.org/10.3390/foods5020041,1,"
Received",2016-03-29
Foods,2016,5,2,https://doi.org/10.3390/foods5020041,1, Revised,2016-05-10
Foods,2016,5,2,https://doi.org/10.3390/foods5020041,1, Accepted,2016-05-23
Foods,2016,5,2,https://doi.org/10.3390/foods5020041,1, Published,2016-05-25
Foods,2016,5,2,https://doi.org/10.3390/foods5020042,1,"
Received",2016-04-13
Foods,2016,5,2,https://doi.org/10.3390/foods5020042,1, Revised,2016-05-22
Foods,2016,5,2,https://doi.org/10.3390/foods5020042,1, Accepted,2016-06-07
Foods,2016,5,2,https://doi.org/10.3390/foods5020042,1, Published,2016-06-13
Foods,2016,5,2,https://doi.org/10.3390/foods5020043,1,"
Received",2016-06-07
Foods,2016,5,2,https://doi.org/10.3390/foods5020043,1, Accepted,2016-06-08
Foods,2016,5,2,https://doi.org/10.3390/foods5020043,1, Published,2016-06-14
Foods,2016,5,2,https://doi.org/10.3390/foods5020044,0,"
Received",2016-05-10
Foods,2016,5,2,https://doi.org/10.3390/foods5020044,0, Revised,2016-06-12
Foods,2016,5,2,https://doi.org/10.3390/foods5020044,0, Accepted,2016-06-14
Foods,2016,5,2,https://doi.org/10.3390/foods5020044,0, Published,2016-06-18
Foods,2016,5,3,https://doi.org/10.3390/foods5030045,0,"
Received",2016-05-17
Foods,2016,5,3,https://doi.org/10.3390/foods5030045,0, Revised,2016-06-17
Foods,2016,5,3,https://doi.org/10.3390/foods5030045,0, Accepted,2016-06-20
