journal,year,volume,issue,DOI,SI,event,date
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010001,"
(This article belongs to the Special Issue Magnetochemistry: From Fundamentals to Applications)","
Received",2015-12-01
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010001,"
(This article belongs to the Special Issue Magnetochemistry: From Fundamentals to Applications)", Revised,2015-12-14
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010001,"
(This article belongs to the Special Issue Magnetochemistry: From Fundamentals to Applications)", Accepted,2015-12-21
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010001,"
(This article belongs to the Special Issue Magnetochemistry: From Fundamentals to Applications)", Published,2015-12-29
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010002,"
(This article belongs to the Special Issue Magnetochemistry: From Fundamentals to Applications)","
Received",2015-12-01
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010002,"
(This article belongs to the Special Issue Magnetochemistry: From Fundamentals to Applications)", Revised,2015-12-16
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010002,"
(This article belongs to the Special Issue Magnetochemistry: From Fundamentals to Applications)", Accepted,2015-12-18
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010002,"
(This article belongs to the Special Issue Magnetochemistry: From Fundamentals to Applications)", Published,2015-12-29
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010003,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)","
Received",2015-12-23
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010003,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)", Revised,2016-01-10
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010003,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)", Accepted,2016-01-13
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010003,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)", Published,2016-01-22
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010004,"
(This article belongs to the Special Issue Magnetochemistry: From Fundamentals to Applications)","
Received",2016-01-20
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010004,"
(This article belongs to the Special Issue Magnetochemistry: From Fundamentals to Applications)", Accepted,2016-01-21
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010004,"
(This article belongs to the Special Issue Magnetochemistry: From Fundamentals to Applications)", Published,2016-01-25
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010005,"
(This article belongs to the Special Issue Single Molecule and Single Chain Magnets)","
Received",2015-11-09
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010005,"
(This article belongs to the Special Issue Single Molecule and Single Chain Magnets)", Revised,2016-01-12
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010005,"
(This article belongs to the Special Issue Single Molecule and Single Chain Magnets)", Accepted,2016-01-26
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010005,"
(This article belongs to the Special Issue Single Molecule and Single Chain Magnets)", Published,2016-02-05
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010006,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)","
Received",2016-01-08
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010006,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)", Revised,2016-01-22
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010006,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)", Accepted,2016-01-29
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010006,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)", Published,2016-02-05
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010007,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)","
Received",2016-01-15
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010007,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)", Revised,2016-01-31
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010007,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)", Accepted,2016-02-02
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010007,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)", Published,2016-02-16
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010008,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)","
Received",2016-01-07
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010008,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)", Revised,2016-01-26
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010008,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)", Accepted,2016-02-01
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010008,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)", Published,2016-02-16
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010009,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)","
Received",2016-01-11
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010009,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)", Revised,2016-01-31
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010009,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)", Accepted,2016-02-02
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010009,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)", Published,2016-02-17
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010010,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)","
Received",2016-01-13
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010010,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)", Revised,2016-02-03
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010010,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)", Accepted,2016-02-04
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010010,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)", Published,2016-02-24
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010011,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)","
Received",2015-11-10
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010011,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)", Revised,2016-01-27
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010011,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)", Accepted,2016-02-04
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010011,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)", Published,2016-02-25
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010012,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)","
Received",2016-01-14
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010012,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)", Revised,2016-02-02
Magnetochemistry,2016,2,1,https://doi.org/10.3390/magnetochemistry2010012,"
(This article belongs to the Special Issue Spin Crossover (SCO) Research)", Accepted,2016-02-14
