journal,year,volume,issue,DOI,SI,event,date
Biology,2016,5,1,https://doi.org/10.3390/biology5010001,0,"
Received",2015-10-28
Biology,2016,5,1,https://doi.org/10.3390/biology5010001,0, Revised,2015-12-02
Biology,2016,5,1,https://doi.org/10.3390/biology5010001,0, Accepted,2015-12-15
Biology,2016,5,1,https://doi.org/10.3390/biology5010001,0, Published,2015-12-23
Biology,2016,5,1,https://doi.org/10.3390/biology5010002,0,"
Received",2015-07-16
Biology,2016,5,1,https://doi.org/10.3390/biology5010002,0, Revised,2015-10-22
Biology,2016,5,1,https://doi.org/10.3390/biology5010002,0, Accepted,2015-12-28
Biology,2016,5,1,https://doi.org/10.3390/biology5010002,0, Published,2016-01-04
Biology,2016,5,1,https://doi.org/10.3390/biology5010003,1,"
Received",2015-07-08
Biology,2016,5,1,https://doi.org/10.3390/biology5010003,1, Revised,2015-12-16
Biology,2016,5,1,https://doi.org/10.3390/biology5010003,1, Accepted,2015-12-22
Biology,2016,5,1,https://doi.org/10.3390/biology5010003,1, Published,2016-01-06
Biology,2016,5,1,https://doi.org/10.3390/biology5010004,0,"
Received",2015-09-29
Biology,2016,5,1,https://doi.org/10.3390/biology5010004,0, Revised,2015-12-29
Biology,2016,5,1,https://doi.org/10.3390/biology5010004,0, Accepted,2015-12-31
Biology,2016,5,1,https://doi.org/10.3390/biology5010004,0, Published,2016-01-14
Biology,2016,5,1,https://doi.org/10.3390/biology5010005,0,"
Received",2015-10-26
Biology,2016,5,1,https://doi.org/10.3390/biology5010005,0, Revised,2016-01-12
Biology,2016,5,1,https://doi.org/10.3390/biology5010005,0, Accepted,2016-01-13
Biology,2016,5,1,https://doi.org/10.3390/biology5010005,0, Published,2016-01-16
Biology,2016,5,1,https://doi.org/10.3390/biology5010006,1,"
Received",2015-11-05
Biology,2016,5,1,https://doi.org/10.3390/biology5010006,1, Revised,2016-01-12
Biology,2016,5,1,https://doi.org/10.3390/biology5010006,1, Accepted,2016-01-13
Biology,2016,5,1,https://doi.org/10.3390/biology5010006,1, Published,2016-01-19
Biology,2016,5,1,https://doi.org/10.3390/biology5010007,0,"
Received",2015-11-05
Biology,2016,5,1,https://doi.org/10.3390/biology5010007,0, Revised,2016-01-13
Biology,2016,5,1,https://doi.org/10.3390/biology5010007,0, Accepted,2016-01-14
Biology,2016,5,1,https://doi.org/10.3390/biology5010007,0, Published,2016-01-19
Biology,2016,5,1,https://doi.org/10.3390/biology5010008,0,"
Received",2016-01-22
Biology,2016,5,1,https://doi.org/10.3390/biology5010008,0, Accepted,2016-01-22
Biology,2016,5,1,https://doi.org/10.3390/biology5010008,0, Published,2016-01-22
Biology,2016,5,1,https://doi.org/10.3390/biology5010009,1,"
Received",2015-11-24
Biology,2016,5,1,https://doi.org/10.3390/biology5010009,1, Revised,2016-01-14
Biology,2016,5,1,https://doi.org/10.3390/biology5010009,1, Accepted,2016-01-18
Biology,2016,5,1,https://doi.org/10.3390/biology5010009,1, Published,2016-01-26
Biology,2016,5,1,https://doi.org/10.3390/biology5010010,0,"
Received",2015-09-01
Biology,2016,5,1,https://doi.org/10.3390/biology5010010,0, Revised,2016-01-15
Biology,2016,5,1,https://doi.org/10.3390/biology5010010,0, Accepted,2016-01-18
Biology,2016,5,1,https://doi.org/10.3390/biology5010010,0, Published,2016-02-04
Biology,2016,5,1,https://doi.org/10.3390/biology5010011,1,"
Received",2015-11-28
Biology,2016,5,1,https://doi.org/10.3390/biology5010011,1, Revised,2016-01-15
Biology,2016,5,1,https://doi.org/10.3390/biology5010011,1, Accepted,2016-01-19
Biology,2016,5,1,https://doi.org/10.3390/biology5010011,1, Published,2016-02-05
Biology,2016,5,1,https://doi.org/10.3390/biology5010012,1,"
Received",2015-11-11
Biology,2016,5,1,https://doi.org/10.3390/biology5010012,1, Revised,2016-01-19
Biology,2016,5,1,https://doi.org/10.3390/biology5010012,1, Accepted,2016-02-02
Biology,2016,5,1,https://doi.org/10.3390/biology5010012,1, Published,2016-02-15
Biology,2016,5,1,https://doi.org/10.3390/biology5010013,1,"
Received",2015-12-18
Biology,2016,5,1,https://doi.org/10.3390/biology5010013,1, Revised,2016-03-01
Biology,2016,5,1,https://doi.org/10.3390/biology5010013,1, Accepted,2016-03-01
Biology,2016,5,1,https://doi.org/10.3390/biology5010013,1, Published,2016-03-08
Biology,2016,5,2,https://doi.org/10.3390/biology5020014,0,"
Received",2016-01-28
Biology,2016,5,2,https://doi.org/10.3390/biology5020014,0, Revised,2016-03-22
Biology,2016,5,2,https://doi.org/10.3390/biology5020014,0, Accepted,2016-03-24
Biology,2016,5,2,https://doi.org/10.3390/biology5020014,0, Published,2016-04-01
Biology,2016,5,2,https://doi.org/10.3390/biology5020015,1,"
Received",2016-02-17
Biology,2016,5,2,https://doi.org/10.3390/biology5020015,1, Revised,2016-03-23
Biology,2016,5,2,https://doi.org/10.3390/biology5020015,1, Accepted,2016-03-25
Biology,2016,5,2,https://doi.org/10.3390/biology5020015,1, Published,2016-04-01
Biology,2016,5,2,https://doi.org/10.3390/biology5020016,0,"
Received",2016-03-17
Biology,2016,5,2,https://doi.org/10.3390/biology5020016,0, Revised,2016-04-15
Biology,2016,5,2,https://doi.org/10.3390/biology5020016,0, Accepted,2016-04-18
Biology,2016,5,2,https://doi.org/10.3390/biology5020016,0, Published,2016-04-27
Biology,2016,5,2,https://doi.org/10.3390/biology5020017,0,"
Received",2016-02-17
Biology,2016,5,2,https://doi.org/10.3390/biology5020017,0, Revised,2016-03-29
Biology,2016,5,2,https://doi.org/10.3390/biology5020017,0, Accepted,2016-04-20
Biology,2016,5,2,https://doi.org/10.3390/biology5020017,0, Published,2016-04-27
Biology,2016,5,2,https://doi.org/10.3390/biology5020018,1,"
Received",2016-02-28
Biology,2016,5,2,https://doi.org/10.3390/biology5020018,1, Revised,2016-04-15
Biology,2016,5,2,https://doi.org/10.3390/biology5020018,1, Accepted,2016-04-25
Biology,2016,5,2,https://doi.org/10.3390/biology5020018,1, Published,2016-04-27
Biology,2016,5,2,https://doi.org/10.3390/biology5020019,1,"
Received",2016-02-17
Biology,2016,5,2,https://doi.org/10.3390/biology5020019,1, Revised,2016-04-14
Biology,2016,5,2,https://doi.org/10.3390/biology5020019,1, Accepted,2016-04-18
Biology,2016,5,2,https://doi.org/10.3390/biology5020019,1, Published,2016-04-28
Biology,2016,5,2,https://doi.org/10.3390/biology5020020,0,"
Received",2016-02-15
Biology,2016,5,2,https://doi.org/10.3390/biology5020020,0, Revised,2016-05-02
Biology,2016,5,2,https://doi.org/10.3390/biology5020020,0, Accepted,2016-05-10
Biology,2016,5,2,https://doi.org/10.3390/biology5020020,0, Published,2016-05-17
Biology,2016,5,2,https://doi.org/10.3390/biology5020021,1,"
Received",2016-02-18
Biology,2016,5,2,https://doi.org/10.3390/biology5020021,1, Revised,2016-05-03
Biology,2016,5,2,https://doi.org/10.3390/biology5020021,1, Accepted,2016-05-11
Biology,2016,5,2,https://doi.org/10.3390/biology5020021,1, Published,2016-05-21
Biology,2016,5,2,https://doi.org/10.3390/biology5020022,0,"
Received",2016-03-28
Biology,2016,5,2,https://doi.org/10.3390/biology5020022,0, Revised,2016-05-17
Biology,2016,5,2,https://doi.org/10.3390/biology5020022,0, Accepted,2016-05-18
Biology,2016,5,2,https://doi.org/10.3390/biology5020022,0, Published,2016-05-23
Biology,2016,5,2,https://doi.org/10.3390/biology5020023,1,"
Received",2016-02-29
Biology,2016,5,2,https://doi.org/10.3390/biology5020023,1, Revised,2016-04-28
Biology,2016,5,2,https://doi.org/10.3390/biology5020023,1, Accepted,2016-05-17
Biology,2016,5,2,https://doi.org/10.3390/biology5020023,1, Published,2016-05-24
Biology,2016,5,2,https://doi.org/10.3390/biology5020024,1,"
Received",2016-03-16
Biology,2016,5,2,https://doi.org/10.3390/biology5020024,1, Revised,2016-04-26
Biology,2016,5,2,https://doi.org/10.3390/biology5020024,1, Accepted,2016-05-11
Biology,2016,5,2,https://doi.org/10.3390/biology5020024,1, Published,2016-05-25
Biology,2016,5,2,https://doi.org/10.3390/biology5020025,0,"
Received",2016-02-11
Biology,2016,5,2,https://doi.org/10.3390/biology5020025,0, Revised,2016-05-04
Biology,2016,5,2,https://doi.org/10.3390/biology5020025,0, Accepted,2016-05-23
Biology,2016,5,2,https://doi.org/10.3390/biology5020025,0, Published,2016-05-27
Biology,2016,5,2,https://doi.org/10.3390/biology5020026,0,"
Received",2016-04-21
Biology,2016,5,2,https://doi.org/10.3390/biology5020026,0, Revised,2016-05-26
Biology,2016,5,2,https://doi.org/10.3390/biology5020026,0, Accepted,2016-05-27
Biology,2016,5,2,https://doi.org/10.3390/biology5020026,0, Published,2016-06-03
Biology,2016,5,2,https://doi.org/10.3390/biology5020027,1,"
Received",2016-02-12
Biology,2016,5,2,https://doi.org/10.3390/biology5020027,1, Revised,2016-05-20
Biology,2016,5,2,https://doi.org/10.3390/biology5020027,1, Accepted,2016-06-02
Biology,2016,5,2,https://doi.org/10.3390/biology5020027,1, Published,2016-06-08
Biology,2016,5,2,https://doi.org/10.3390/biology5020028,1,"
Received",2016-04-11
Biology,2016,5,2,https://doi.org/10.3390/biology5020028,1, Revised,2016-06-01
Biology,2016,5,2,https://doi.org/10.3390/biology5020028,1, Accepted,2016-06-06
Biology,2016,5,2,https://doi.org/10.3390/biology5020028,1, Published,2016-06-13
Biology,2016,5,2,https://doi.org/10.3390/biology5020029,1,"
Received",2016-03-07
Biology,2016,5,2,https://doi.org/10.3390/biology5020029,1, Revised,2016-05-25
Biology,2016,5,2,https://doi.org/10.3390/biology5020029,1, Accepted,2016-06-03
Biology,2016,5,2,https://doi.org/10.3390/biology5020029,1, Published,2016-06-15
Biology,2016,5,3,https://doi.org/10.3390/biology5030030,1,"
Received",2016-04-08
Biology,2016,5,3,https://doi.org/10.3390/biology5030030,1, Revised,2016-05-24
Biology,2016,5,3,https://doi.org/10.3390/biology5030030,1, Accepted,2016-07-05
Biology,2016,5,3,https://doi.org/10.3390/biology5030030,1, Published,2016-07-08
Biology,2016,5,3,https://doi.org/10.3390/biology5030031,1,"
Received",2016-06-02
Biology,2016,5,3,https://doi.org/10.3390/biology5030031,1, Revised,2016-06-24
Biology,2016,5,3,https://doi.org/10.3390/biology5030031,1, Accepted,2016-07-04
Biology,2016,5,3,https://doi.org/10.3390/biology5030031,1, Published,2016-07-13
Biology,2016,5,3,https://doi.org/10.3390/biology5030032,0,"
Received",2016-06-16
Biology,2016,5,3,https://doi.org/10.3390/biology5030032,0, Revised,2016-07-21
Biology,2016,5,3,https://doi.org/10.3390/biology5030032,0, Accepted,2016-07-22
Biology,2016,5,3,https://doi.org/10.3390/biology5030032,0, Published,2016-08-01
Biology,2016,5,3,https://doi.org/10.3390/biology5030033,1,"
Received",2016-04-03
Biology,2016,5,3,https://doi.org/10.3390/biology5030033,1, Revised,2016-07-04
Biology,2016,5,3,https://doi.org/10.3390/biology5030033,1, Accepted,2016-08-09
Biology,2016,5,3,https://doi.org/10.3390/biology5030033,1, Published,2016-08-18
Biology,2016,5,3,https://doi.org/10.3390/biology5030034,1,"
Received",2016-05-31
Biology,2016,5,3,https://doi.org/10.3390/biology5030034,1, Revised,2016-08-25
Biology,2016,5,3,https://doi.org/10.3390/biology5030034,1, Accepted,2016-08-30
Biology,2016,5,3,https://doi.org/10.3390/biology5030034,1, Published,2016-09-09
Biology,2016,5,3,https://doi.org/10.3390/biology5030035,0,"
Received",2016-08-01
Biology,2016,5,3,https://doi.org/10.3390/biology5030035,0, Revised,2016-09-02
Biology,2016,5,3,https://doi.org/10.3390/biology5030035,0, Accepted,2016-09-07
Biology,2016,5,3,https://doi.org/10.3390/biology5030035,0, Published,2016-09-12
Biology,2016,5,4,https://doi.org/10.3390/biology5040036,0,"
Received",2016-09-02
Biology,2016,5,4,https://doi.org/10.3390/biology5040036,0, Revised,2016-09-26
Biology,2016,5,4,https://doi.org/10.3390/biology5040036,0, Accepted,2016-09-28
Biology,2016,5,4,https://doi.org/10.3390/biology5040036,0, Published,2016-09-30
Biology,2016,5,4,https://doi.org/10.3390/biology5040037,1,"
Received",2016-06-30
Biology,2016,5,4,https://doi.org/10.3390/biology5040037,1, Accepted,2016-09-22
Biology,2016,5,4,https://doi.org/10.3390/biology5040037,1, Published,2016-10-08
Biology,2016,5,4,https://doi.org/10.3390/biology5040038,0,"
Received",2016-08-02
Biology,2016,5,4,https://doi.org/10.3390/biology5040038,0, Accepted,2016-09-28
Biology,2016,5,4,https://doi.org/10.3390/biology5040038,0, Published,2016-10-08
Biology,2016,5,4,https://doi.org/10.3390/biology5040039,0,"
Received",2016-07-05
Biology,2016,5,4,https://doi.org/10.3390/biology5040039,0, Accepted,2016-09-27
Biology,2016,5,4,https://doi.org/10.3390/biology5040039,0, Published,2016-10-08
Biology,2016,5,4,https://doi.org/10.3390/biology5040040,1,"
Received",2016-07-20
Biology,2016,5,4,https://doi.org/10.3390/biology5040040,1, Revised,2016-10-03
Biology,2016,5,4,https://doi.org/10.3390/biology5040040,1, Accepted,2016-10-12
Biology,2016,5,4,https://doi.org/10.3390/biology5040040,1, Published,2016-10-19
Biology,2016,5,4,https://doi.org/10.3390/biology5040041,0,"
Received",2016-08-26
