journal,year,volume,issue,DOI,SI,event,date
Insects,2016,7,1,https://doi.org/10.3390/insects7010001,1,"
Received",2015-08-06
Insects,2016,7,1,https://doi.org/10.3390/insects7010001,1, Revised,2015-11-19
Insects,2016,7,1,https://doi.org/10.3390/insects7010001,1, Accepted,2015-12-07
Insects,2016,7,1,https://doi.org/10.3390/insects7010001,1, Published,2015-12-23
Insects,2016,7,1,https://doi.org/10.3390/insects7010002,1,"
Received",2015-10-26
Insects,2016,7,1,https://doi.org/10.3390/insects7010002,1, Revised,2015-12-24
Insects,2016,7,1,https://doi.org/10.3390/insects7010002,1, Accepted,2015-12-28
Insects,2016,7,1,https://doi.org/10.3390/insects7010002,1, Published,2016-01-06
Insects,2016,7,1,https://doi.org/10.3390/insects7010003,0,"
Received",2016-01-21
Insects,2016,7,1,https://doi.org/10.3390/insects7010003,0, Accepted,2016-01-21
Insects,2016,7,1,https://doi.org/10.3390/insects7010003,0, Published,2016-01-21
Insects,2016,7,1,https://doi.org/10.3390/insects7010004,1,"
Received",2015-12-09
Insects,2016,7,1,https://doi.org/10.3390/insects7010004,1, Revised,2016-01-15
Insects,2016,7,1,https://doi.org/10.3390/insects7010004,1, Accepted,2016-01-19
Insects,2016,7,1,https://doi.org/10.3390/insects7010004,1, Published,2016-01-22
Insects,2016,7,1,https://doi.org/10.3390/insects7010005,1,"
Received",2015-11-25
Insects,2016,7,1,https://doi.org/10.3390/insects7010005,1, Revised,2016-01-25
Insects,2016,7,1,https://doi.org/10.3390/insects7010005,1, Accepted,2016-01-27
Insects,2016,7,1,https://doi.org/10.3390/insects7010005,1, Published,2016-01-29
Insects,2016,7,1,https://doi.org/10.3390/insects7010006,0,"
Received",2015-11-30
Insects,2016,7,1,https://doi.org/10.3390/insects7010006,0, Revised,2016-01-19
Insects,2016,7,1,https://doi.org/10.3390/insects7010006,0, Accepted,2016-01-25
Insects,2016,7,1,https://doi.org/10.3390/insects7010006,0, Published,2016-02-03
Insects,2016,7,1,https://doi.org/10.3390/insects7010007,0,"
Received",2015-09-03
Insects,2016,7,1,https://doi.org/10.3390/insects7010007,0, Revised,2016-01-26
Insects,2016,7,1,https://doi.org/10.3390/insects7010007,0, Accepted,2016-01-28
Insects,2016,7,1,https://doi.org/10.3390/insects7010007,0, Published,2016-02-03
Insects,2016,7,1,https://doi.org/10.3390/insects7010008,0,"
Received",2015-11-21
Insects,2016,7,1,https://doi.org/10.3390/insects7010008,0, Revised,2016-02-10
Insects,2016,7,1,https://doi.org/10.3390/insects7010008,0, Accepted,2016-02-22
Insects,2016,7,1,https://doi.org/10.3390/insects7010008,0, Published,2016-03-01
Insects,2016,7,1,https://doi.org/10.3390/insects7010009,0,"
Received",2015-12-08
Insects,2016,7,1,https://doi.org/10.3390/insects7010009,0, Revised,2016-02-18
Insects,2016,7,1,https://doi.org/10.3390/insects7010009,0, Accepted,2016-02-25
Insects,2016,7,1,https://doi.org/10.3390/insects7010009,0, Published,2016-03-04
Insects,2016,7,1,https://doi.org/10.3390/insects7010010,1,"
Received",2016-01-13
Insects,2016,7,1,https://doi.org/10.3390/insects7010010,1, Revised,2016-03-07
Insects,2016,7,1,https://doi.org/10.3390/insects7010010,1, Accepted,2016-03-10
Insects,2016,7,1,https://doi.org/10.3390/insects7010010,1, Published,2016-03-17
Insects,2016,7,2,https://doi.org/10.3390/insects7020011,0,"
Received",2016-01-29
Insects,2016,7,2,https://doi.org/10.3390/insects7020011,0, Revised,2016-03-18
Insects,2016,7,2,https://doi.org/10.3390/insects7020011,0, Accepted,2016-03-21
Insects,2016,7,2,https://doi.org/10.3390/insects7020011,0, Published,2016-03-26
Insects,2016,7,2,https://doi.org/10.3390/insects7020012,0,"
Received",2015-01-14
Insects,2016,7,2,https://doi.org/10.3390/insects7020012,0, Revised,2015-08-07
Insects,2016,7,2,https://doi.org/10.3390/insects7020012,0, Accepted,2015-08-10
Insects,2016,7,2,https://doi.org/10.3390/insects7020012,0, Published,2016-04-02
Insects,2016,7,2,https://doi.org/10.3390/insects7020013,1,"
Received",2016-02-10
Insects,2016,7,2,https://doi.org/10.3390/insects7020013,1, Revised,2016-03-30
