journal,year,volume,issue,DOI,SI,event,date
Pharmaceutics,2016,8,1,https://doi.org/10.3390/pharmaceutics8010001,1,"
Received",2015-11-25
Pharmaceutics,2016,8,1,https://doi.org/10.3390/pharmaceutics8010001,1, Revised,2015-12-28
Pharmaceutics,2016,8,1,https://doi.org/10.3390/pharmaceutics8010001,1, Accepted,2015-12-30
Pharmaceutics,2016,8,1,https://doi.org/10.3390/pharmaceutics8010001,1, Published,2016-01-05
Pharmaceutics,2016,8,1,https://doi.org/10.3390/pharmaceutics8010002,0,"
Received",2015-11-29
Pharmaceutics,2016,8,1,https://doi.org/10.3390/pharmaceutics8010002,0, Revised,2015-12-23
Pharmaceutics,2016,8,1,https://doi.org/10.3390/pharmaceutics8010002,0, Accepted,2015-12-29
Pharmaceutics,2016,8,1,https://doi.org/10.3390/pharmaceutics8010002,0, Published,2016-01-07
Pharmaceutics,2016,8,1,https://doi.org/10.3390/pharmaceutics8010003,0,"
Received",2016-01-21
Pharmaceutics,2016,8,1,https://doi.org/10.3390/pharmaceutics8010003,0, Accepted,2016-01-21
Pharmaceutics,2016,8,1,https://doi.org/10.3390/pharmaceutics8010003,0, Published,2016-01-21
Pharmaceutics,2016,8,1,https://doi.org/10.3390/pharmaceutics8010004,1,"
Received",2015-11-01
Pharmaceutics,2016,8,1,https://doi.org/10.3390/pharmaceutics8010004,1, Revised,2016-01-21
Pharmaceutics,2016,8,1,https://doi.org/10.3390/pharmaceutics8010004,1, Accepted,2016-01-29
Pharmaceutics,2016,8,1,https://doi.org/10.3390/pharmaceutics8010004,1, Published,2016-02-17
Pharmaceutics,2016,8,1,https://doi.org/10.3390/pharmaceutics8010005,0,"
Received",2015-12-30
Pharmaceutics,2016,8,1,https://doi.org/10.3390/pharmaceutics8010005,0, Accepted,2016-02-16
Pharmaceutics,2016,8,1,https://doi.org/10.3390/pharmaceutics8010005,0, Published,2016-02-24
Pharmaceutics,2016,8,1,https://doi.org/10.3390/pharmaceutics8010006,1,"
Received",2016-01-02
Pharmaceutics,2016,8,1,https://doi.org/10.3390/pharmaceutics8010006,1, Revised,2016-02-22
