journal,year,volume,issue,DOI,SI,event,date
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010001,1,"
Received",2015-11-02
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010001,1, Revised,2015-11-30
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010001,1, Accepted,2015-12-15
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010001,1, Published,2015-12-30
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010002,1,"
Received",2015-11-30
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010002,1, Revised,2015-12-23
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010002,1, Accepted,2016-01-04
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010002,1, Published,2016-01-07
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010003,1,"
Received",2015-11-02
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010003,1, Revised,2015-12-22
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010003,1, Accepted,2015-12-29
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010003,1, Published,2016-01-12
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010004,1,"
Received",2015-09-03
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010004,1, Revised,2015-12-24
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010004,1, Accepted,2015-12-24
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010004,1, Published,2016-01-15
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010005,1,"
Received",2015-07-17
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010005,1, Revised,2015-12-21
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010005,1, Accepted,2016-01-08
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010005,1, Published,2016-01-18
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010006,0,"
Received",2016-01-21
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010006,0, Accepted,2016-01-21
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010006,0, Published,2016-01-22
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010007,1,"
Received",2015-11-30
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010007,1, Revised,2016-01-18
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010007,1, Accepted,2016-01-22
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010007,1, Published,2016-02-02
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010008,1,"
Received",2015-11-10
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010008,1, Revised,2016-01-17
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010008,1, Accepted,2016-01-26
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010008,1, Published,2016-02-04
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010009,1,"
Received",2015-12-10
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010009,1, Revised,2016-02-03
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010009,1, Accepted,2016-02-16
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010009,1, Published,2016-02-25
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010010,1,"
Received",2015-12-21
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010010,1, Revised,2016-02-23
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010010,1, Accepted,2016-03-04
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010010,1, Published,2016-03-11
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010011,1,"
Received",2015-09-13
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010011,1, Revised,2016-03-08
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010011,1, Accepted,2016-03-14
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010011,1, Published,2016-03-18
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010012,1,"
Received",2015-12-28
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010012,1, Revised,2016-03-11
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010012,1, Accepted,2016-03-14
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010012,1, Published,2016-03-18
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010013,1,"
Received",2016-01-21
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010013,1, Revised,2016-02-28
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010013,1, Accepted,2016-03-04
Electronics,2016,5,1,https://doi.org/10.3390/electronics5010013,1, Published,2016-03-21
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020014,1,"
Received",2016-02-01
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020014,1, Revised,2016-03-14
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020014,1, Accepted,2016-03-15
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020014,1, Published,2016-03-25
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020015,1,"
Received",2016-01-29
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020015,1, Revised,2016-03-19
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020015,1, Accepted,2016-03-25
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020015,1, Published,2016-03-31
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020016,0,"
Received",2015-12-26
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020016,0, Revised,2016-03-05
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020016,0, Accepted,2016-03-21
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020016,0, Published,2016-04-06
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020017,0,"
Received",2015-12-30
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020017,0, Revised,2016-03-13
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020017,0, Accepted,2016-03-28
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020017,0, Published,2016-04-08
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020018,0,"
Received",2015-12-09
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020018,0, Revised,2016-03-15
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020018,0, Accepted,2016-04-11
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020018,0, Published,2016-04-15
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020019,1,"
Received",2016-01-25
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020019,1, Revised,2016-04-12
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020019,1, Accepted,2016-04-26
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020019,1, Published,2016-04-29
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020020,1,"
Received",2016-03-18
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020020,1, Revised,2016-05-04
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020020,1, Accepted,2016-05-05
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020020,1, Published,2016-05-10
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020021,1,"
Received",2016-04-06
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020021,1, Revised,2016-04-27
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020021,1, Accepted,2016-04-29
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020021,1, Published,2016-05-14
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020022,1,"
Received",2016-03-31
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020022,1, Revised,2016-04-28
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020022,1, Accepted,2016-05-10
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020022,1, Published,2016-05-17
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020023,0,"
Received",2016-02-11
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020023,0, Revised,2016-05-02
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020023,0, Accepted,2016-05-12
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020023,0, Published,2016-05-23
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020024,1,"
Received",2016-03-25
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020024,1, Revised,2016-05-22
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020024,1, Accepted,2016-05-24
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020024,1, Published,2016-05-28
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020025,1,"
Received",2016-03-10
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020025,1, Revised,2016-05-12
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020025,1, Accepted,2016-05-25
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020025,1, Published,2016-06-01
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020026,1,"
Received",2016-03-24
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020026,1, Revised,2016-05-17
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020026,1, Accepted,2016-05-25
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020026,1, Published,2016-06-01
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020027,0,"
Received",2016-04-20
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020027,0, Revised,2016-05-23
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020027,0, Accepted,2016-05-26
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020027,0, Published,2016-06-01
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020028,1,"
Received",2016-03-14
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020028,1, Revised,2016-05-26
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020028,1, Accepted,2016-05-27
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020028,1, Published,2016-06-02
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020029,1,"
Received",2016-04-30
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020029,1, Revised,2016-05-20
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020029,1, Accepted,2016-05-31
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020029,1, Published,2016-06-06
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020030,1,"
Received",2016-06-02
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020030,1, Accepted,2016-06-02
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020030,1, Published,2016-06-07
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020031,1,"
Received",2016-04-30
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020031,1, Revised,2016-06-08
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020031,1, Accepted,2016-06-17
Electronics,2016,5,2,https://doi.org/10.3390/electronics5020031,1, Published,2016-06-22
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030032,1,"
Received",2016-04-13
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030032,1, Revised,2016-06-02
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030032,1, Accepted,2016-06-16
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030032,1, Published,2016-06-23
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030033,1,"
Received",2016-05-03
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030033,1, Revised,2016-06-16
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030033,1, Accepted,2016-06-16
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030033,1, Published,2016-06-24
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030034,0,"
Received",2016-01-30
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030034,0, Revised,2016-05-10
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030034,0, Accepted,2016-06-17
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030034,0, Published,2016-06-29
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030035,1,"
Received",2016-05-04
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030035,1, Revised,2016-06-17
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030035,1, Accepted,2016-06-24
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030035,1, Published,2016-06-30
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030036,1,"
Received",2016-05-10
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030036,1, Revised,2016-06-26
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030036,1, Accepted,2016-06-27
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030036,1, Published,2016-07-04
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030037,1,"
Received",2016-06-01
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030037,1, Revised,2016-06-22
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030037,1, Accepted,2016-06-27
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030037,1, Published,2016-07-01
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030038,1,"
Received",2016-04-06
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030038,1, Revised,2016-07-04
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030038,1, Accepted,2016-07-06
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030038,1, Published,2016-07-13
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030039,1,"
Received",2016-05-30
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030039,1, Revised,2016-06-28
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030039,1, Accepted,2016-07-01
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030039,1, Published,2016-07-13
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030040,1,"
Received",2016-04-26
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030040,1, Revised,2016-06-28
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030040,1, Accepted,2016-07-08
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030040,1, Published,2016-07-14
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030041,0,"
Received",2016-06-20
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030041,0, Revised,2016-07-09
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030041,0, Accepted,2016-07-13
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030041,0, Published,2016-07-20
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030042,1,"
Received",2016-05-27
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030042,1, Revised,2016-07-13
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030042,1, Accepted,2016-07-15
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030042,1, Published,2016-07-20
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030043,1,"
Received",2016-04-29
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030043,1, Revised,2016-07-15
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030043,1, Accepted,2016-07-18
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030043,1, Published,2016-07-26
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030044,1,"
Received",2016-05-24
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030044,1, Revised,2016-07-15
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030044,1, Accepted,2016-07-20
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030044,1, Published,2016-07-26
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030045,1,"
Received",2016-01-29
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030045,1, Revised,2016-05-27
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030045,1, Accepted,2016-07-04
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030045,1, Published,2016-07-28
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030046,1,"
Received",2016-06-26
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030046,1, Revised,2016-07-28
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030046,1, Accepted,2016-08-01
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030046,1, Published,2016-08-04
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030047,1,"
Received",2016-06-18
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030047,1, Revised,2016-07-24
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030047,1, Accepted,2016-07-25
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030047,1, Published,2016-08-04
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030048,1,"
Received",2016-07-14
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030048,1, Revised,2016-07-28
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030048,1, Accepted,2016-08-01
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030048,1, Published,2016-08-10
Electronics,2016,5,3,https://doi.org/10.3390/electronics5030049,1,"
Received",2016-06-04
